chunk
"재고 ID INV014001에 해당하는 품목은 '패딩 점퍼 736'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 210개이며, 단가는 1,051원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013062에 해당하는 품목은 '면티셔츠 487'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 387개이며, 단가는 109,447원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012658에 해당하는 품목은 '러닝화 843'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 317개이며, 단가는 109,460원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014774에 해당하는 품목은 '청바지 047'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 377개이며, 단가는 109,494원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012603에 해당하는 품목은 '러닝화 751'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 305개이며, 단가는 109,603원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013890에 해당하는 품목은 '패딩 점퍼 895'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 447개이며, 단가는 109,645원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011236에 해당하는 품목은 '니트 가디건 574'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 181개이며, 단가는 109,760원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014846에 해당하는 품목은 '청바지 882'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 215개이며, 단가는 109,927원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014058에 해당하는 품목은 '청바지 124'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 317개이며, 단가는 109,997원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013219에 해당하는 품목은 '면티셔츠 204'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 253개이며, 단가는 110,124원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013483에 해당하는 품목은 '청바지 654'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 407개이며, 단가는 110,230원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012323에 해당하는 품목은 '청바지 569'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 296개이며, 단가는 110,263원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011697에 해당하는 품목은 '니트 가디건 122'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 61개이며, 단가는 110,375원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV014500에 해당하는 품목은 '청바지 700'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 376개이며, 단가는 110,452원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010740에 해당하는 품목은 '면티셔츠 303'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 383개이며, 단가는 110,508원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013401에 해당하는 품목은 '청바지 411'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 356개이며, 단가는 110,666원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013090에 해당하는 품목은 '면티셔츠 836'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 213개이며, 단가는 111,035원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013122에 해당하는 품목은 '러닝화 284'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 185개이며, 단가는 111,080원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011461에 해당하는 품목은 '니트 가디건 009'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 344개이며, 단가는 111,122원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014865에 해당하는 품목은 '면티셔츠 960'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 20개이며, 단가는 111,141원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV010867에 해당하는 품목은 '니트 가디건 196'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 327개이며, 단가는 111,153원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014944에 해당하는 품목은 '니트 가디건 961'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 173개이며, 단가는 111,177원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012778에 해당하는 품목은 '러닝화 246'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 18개이며, 단가는 111,181원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV012178에 해당하는 품목은 '패딩 점퍼 390'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 193개이며, 단가는 111,481원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013878에 해당하는 품목은 '청바지 500'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 284개이며, 단가는 111,681원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010529에 해당하는 품목은 '러닝화 780'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 80개이며, 단가는 111,719원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013055에 해당하는 품목은 '청바지 602'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 213개이며, 단가는 111,749원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011765에 해당하는 품목은 '패딩 점퍼 142'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 462개이며, 단가는 111,775원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014910에 해당하는 품목은 '니트 가디건 369'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 5개이며, 단가는 111,806원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV012445에 해당하는 품목은 '면티셔츠 321'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 355개이며, 단가는 112,020원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010471에 해당하는 품목은 '청바지 888'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 101개이며, 단가는 112,039원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012756에 해당하는 품목은 '니트 가디건 300'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 244개이며, 단가는 112,149원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011534에 해당하는 품목은 '면티셔츠 887'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 163개이며, 단가는 112,171원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012482에 해당하는 품목은 '청바지 995'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 323개이며, 단가는 112,243원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010828에 해당하는 품목은 '러닝화 254'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 0개이며, 단가는 112,364원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '품절'로 파악됩니다."
"재고 ID INV012787에 해당하는 품목은 '니트 가디건 785'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 453개이며, 단가는 112,385원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010329에 해당하는 품목은 '패딩 점퍼 889'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 104개이며, 단가는 112,443원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010069에 해당하는 품목은 '청바지 228'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 183개이며, 단가는 113,054원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012976에 해당하는 품목은 '패딩 점퍼 271'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 333개이며, 단가는 113,086원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010881에 해당하는 품목은 '패딩 점퍼 165'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 477개이며, 단가는 113,149원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011811에 해당하는 품목은 '면티셔츠 388'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 166개이며, 단가는 113,153원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
